Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,DIVISLAB.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,GODREJCP.NS,GRASIM.NS,HAVELLS.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,LTIM.NS,M&M.NS,MARUTI.NS,MCDHOLDING.NS,MOTHERSON.NS,NAUKRI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,PIDILITIND.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS,WIPRO.NS
1/22/2003,0.045753367,,46.4956398,16.68190384,7.373050213,80.71298981,504.5617065,0.316968411,10.39705563,6.831859589,37.41201782,56.75379562,,,,,81.60729218,6.243387699,5.667005539,39.78660202,1.11662364,11.3177824,9.98673439,,108.4885635,40.55639267,105.0758514,19.51534843,14.07906628,43.45394135,4.560333729,7.448866844,,1.624424338,32.42371368,,10.14065266,,42.65000153,0.042131968,,441.940918,,14.95325565,2.27929616,,16.85718536,,20.39097977,45.6954689,1.45687747,11.48745728,11.83839989,4.663609505,35.44085312,,3.281183958,10.67587662,301.9437256,12.87742901,0.48924765,21.73225403
1/23/2003,0.045656711,,45.81842041,16.57231522,7.55919838,80.43112946,502.7996826,0.318237007,10.04496574,6.739120483,37.39385986,57.23701859,,,,,77.77880096,6.203411579,5.651346207,39.72078323,1.152252436,11.32456207,9.8266325,,108.3975906,40.97552109,105.3686905,18.70194244,13.57346344,42.77721024,4.546416759,7.43919754,,1.619140863,32.5725441,,10.06870079,,42.25,0.042131968,,452.3345947,,15.13351059,2.261054277,,16.66643524,,20.52452278,46.92132568,1.462947607,11.43077374,11.8349762,4.756526947,34.13968277,,3.256975889,10.70000935,301.4441223,13.04043198,0.479269624,21.04042435
1/24/2003,0.044883404,,45.56446838,16.62450027,7.211183071,80.21190643,501.4292603,0.315065354,9.899985313,6.629379272,37.36117172,56.92612839,,,,,79.15962982,6.072584152,5.693851948,39.03863144,1.144964099,10.69711399,9.876532555,,107.6246185,41.25605011,105.2808304,19.24204445,12.87339878,42.35646439,4.545490742,7.42611742,,1.534605384,32.26493454,,9.798883438,,41.15000153,0.04915411,,445.4880066,,15.07142544,2.248285294,,16.09418678,,19.82941246,45.6954689,1.450807214,11.14930534,11.60902691,4.60903883,32.91983795,,3.082582235,10.57933998,296.2672729,12.60575199,0.460279047,20.4546032
1/27/2003,0.043014634,,44.40048599,16.47316933,6.863170147,80.30583954,502.0166016,0.315065354,10.47990131,6.208955765,37.29216003,56.08133698,,,,,77.53359222,5.916318417,5.62673521,38.96082306,1.14172554,10.30708313,9.899406433,,109.7161789,41.0972023,104.8122559,19.05984306,12.13444424,41.49713135,4.551056862,7.307247639,,1.557180285,31.57035446,,9.452616692,,39.29999924,0.04915411,,454.5205994,,14.65683365,2.222747087,,15.56463909,,19.56232452,45.23049164,1.426526308,11.08675385,11.23586655,4.513170719,30.62650299,,2.698380947,10.45867252,295.6769104,12.4970808,0.432597995,19.61739159
1/28/2003,0.044013448,,43.68092728,16.54026222,6.952197552,79.93003845,499.6672363,0.312106013,11.16337395,6.017292023,37.41201782,57.24715805,,,,,77.05610657,5.952657223,5.602123737,38.93091202,1.16844666,10.63267517,9.649892807,,110.4209137,40.4989357,103.4065781,19.35917664,12.21222782,41.61836624,4.513949394,7.348768711,,1.576872945,31.5207386,,9.349186897,,40.34999847,0.042131968,,455.592865,,14.74096584,2.209065199,,15.86642075,,19.86365318,45.14594269,1.444737077,11.33108616,11.06126976,4.55151844,32.76531982,,2.892499447,10.41333103,295.4497986,13.04043198,0.449013501,20.25979805
1/29/2003,0.043562368,,43.57510757,16.38594437,6.855077744,80.72864532,504.6595764,0.315347403,12.0332489,6.020384789,37.38659286,58.04802704,,,,,77.79600525,6.083485126,5.650063515,38.90697479,1.153872013,10.46309376,9.539691925,,113.4900818,40.48880005,100.9466171,19.4372654,12.52336597,40.60445404,4.530648708,7.183262825,,1.537006974,31.43805885,,8.971441269,,40.29999924,0.042131968,,445.7352905,,15.1435318,2.198120356,,15.55324936,,19.37057304,45.65319443,1.432596564,11.22358131,10.98252964,4.555943012,31.8382206,,2.836012363,10.46525574,295.268158,12.87742901,0.451266676,20.1215744
1/30/2003,0.043175709,,43.21534348,16.41576767,6.749863148,80.72081757,504.6105652,0.310837477,11.80542469,5.936916828,37.01980972,57.23364258,,,,,77.42603302,6.243387699,5.709420204,38.92492294,1.1846416,10.8429594,9.437805176,,116.0590439,40.51245499,100.038765,19.51534843,12.29001331,41.14884567,4.466640949,7.150275707,,1.538447857,30.77655411,,8.670143127,,40.15000153,0.042131968,,444.7866211,,15.02536297,2.189911842,,15.2827816,,19.17882156,45.94909286,1.432596564,11.04961872,10.81135559,4.504321575,32.32616043,,2.827045918,10.53107262,295.4043579,12.60575199,0.424872935,20.17959023
1/31/2003,0.04275687,,42.60160446,16.19956589,6.774142265,80.3919754,502.5550232,0.312106013,11.51546669,5.997832775,37.03796387,55.97657776,,,,,77.74867249,5.999901295,5.707137585,38.93690872,1.160349846,10.99557877,9.859898567,,115.9226761,40.55978012,100.2437592,19.50884438,11.93998051,41.54397964,4.453652382,7.265731335,,1.537487745,30.67731667,,8.724110603,,39.04999924,0.042131968,,445.1167908,,15.56033134,2.210889816,,15.6614399,,19.27127647,45.73774719,1.402244449,11.34672356,11.01333904,4.485148907,31.5454464,,2.781318188,10.57568264,295.4952698,12.87742901,0.42068845,20.10224342
2/3/2003,0.043079052,,43.13068771,16.10041618,6.80651474,80.75996399,504.8553467,0.317320973,12.69600677,6.116540432,36.98348999,55.64880371,,,,,78.75528717,6.014439106,5.750507832,39.53528595,1.173305154,11.53484344,9.907721519,,115.0360489,40.45162201,98.662323,19.20300484,12.52336597,42.6071701,4.696882248,7.411328793,,1.535565972,31.27267265,,8.881503105,,39.90000153,0.042131968,,446.0242004,,15.29809284,2.199944735,,16.02016068,,19.87050629,45.44184113,1.4143852,11.32913113,11.11946964,4.579541683,33.95262909,,2.842736721,11.26971149,300.036499,12.98609734,0.441610456,20.8248558
2/4/2003,0.042595763,,43.06719589,16.29126549,6.822701931,83.14009857,519.7341919,0.314713478,12.24036217,6.12434864,36.8963356,55.39197159,,,,,77.87341309,6.018072128,5.782470226,40.16358566,1.193548799,11.32117844,9.984653473,,115.7635422,40.60033417,96.96383667,19.23553848,12.7567215,42.58059692,4.735132694,7.376068592,,1.533644676,31.15691948,,8.903986931,,40,0.042131968,,442.4359131,,15.22466183,2.230954885,,16.02301407,,20.1855278,45.27275085,1.402244449,11.12584972,11.24271202,4.557418346,32.88730621,,2.833770752,11.04885101,304.804718,12.22540665,0.448047787,20.70454788
2/5/2003,0.042241342,,43.23651123,16.4008503,6.774142265,83.82125092,523.9924316,0.315347403,12.05395889,6.236811161,36.82007599,54.88171387,,,,,78.89291382,5.930854797,5.853238583,40.03194427,1.113384843,11.32456207,9.984653473,,111.6713181,40.68145752,95.55809021,18.78653717,12.64004326,42.54050827,4.814574718,7.275968075,,1.520195842,31.01799965,,8.773576736,,39.29999924,0.042131968,,440.0848694,,15.18480682,2.208153009,,16.08849144,,20.10334778,44.8923111,1.462947607,11.07112026,11.18793869,4.555943012,32.27737427,,2.790284634,10.9552412,303.805542,12.76875496,0.443863571,20.51189041
2/6/2003,0.042531319,,42.72858047,16.4008503,6.903637409,86.13090515,538.4308472,0.315065354,12.15751457,6.264923096,36.74745178,55.34128571,,,,,78.70365143,5.894513607,5.924008369,40.18154526,1.189499617,11.40935135,10.08030224,,108.2157288,40.5293541,98.31091309,19.15094376,12.64004326,43.64715576,4.81261301,7.306110859,,1.663330078,31.50421524,,8.818545341,,39.40000153,0.042131968,,439.0124817,,15.43026066,2.216361761,,16.23084068,,21.00733185,44.00460434,1.444737077,11.14148521,11.29406643,4.60903883,32.92795181,,2.84452939,11.1417284,304.940979,12.71442318,0.44128865,20.99674034
